,review,Bike
4360,the reliability is nice shape and gorgeous outfit struction its looking awesome totally. and the handling driven is drive to very easilt and smoothy. and finally suzuki access 125 looks very great.,Access
4361,the ride is so smooth that I keep getting a feeling that if I run it a lot over potholes it might start coming apart. but it has held on as of now.,Access
4362,the sales rate of this new access is also not equal to the sales rate of old access so I would give a advice to all people that u can ignore this model or else if u take it then also the situation will be ok ok.,Access
4363,the scooter in an open place outside my office. Didnt caused any starting trouble even after 8-9 hours,Access
4364,the seat under very long space the are many thnings it is used. I am used it is very best of the all other bike. so friends please keep it mind. The maintance expence is very low. the prize is compatable one.please your also buy this bike it is very useful of our life ok friend,Access
4365,the slot is also joined by a cigarette lighter charging socket and a manual choke lever on the inside of the apron,Access
4366,the speed is maintained. This will result in optimum mileage.,Access
4367,the top speed of access 125 is 110 kmph . but the speedometer has the speed of 120 kmph.,Access
4368,"the vehicle has also impressed me in the breaking section, it has an excellent stopping power. The vehicle also has a number of useful Equipment like charging point[one of the most important equipment nowadays]. there's also a front pocket in which you can keep anything. It also has a LED display which is appreciable. It provides a mileage of 64kmpl. Overall the vehicle has the value for money.",Access
4369,their is no external fuel filling so I am not suggest to any one to buy this Suzuki Access 125.,Access
4370,their is no much change in the recent version as compared to the previous one only new color is available none else.,Access
4371,then it would be better that I would have booked activa or dio...atleast I would have got the bike on time...any ways now,Access
4372,then neither kick nor self start the after some time that start.,Access
4373,then slowly picks up the grip. This is an advantage as well as a disadvantage.,Access
4374,"there are different color option available for the customers like white, black, blue, silver and red . the special editition access is in white color . recently in 2018 the suzuki has also launched two more special edition their color are mate black and mate grey .",Access
4375,there has been no mechanical breakdowns so far and hope she serves me well for many years to come. ok thats itfriends.. dolet me know how you felt about this review !,Access
4376,there is a space on front where u can keep you mobile while charging and the digital speedometer have been given with the indication of change oil in ever 1500KM,Access
4377,there is not enough space for three people to sit . many activa's and scooty can have three people sitting comfortably but in access if you try there are lots of chances loosing balance.,Access
4378,there were a long stories with this bike it had a bad service centers,Access
4379,these from automobile spare part shops and get it fitted outside. These are,Access
4380,"they have given combination of brake the brake liner have been improved there is a charging slot where u can charge you phones, whereas you have to buy the charging adapter on your own.",Access
4381,they never quote the price on any letterhead but scribble the price on the catalogue.,Access
4382,they should ride .i dont like this bike because its not vomfortable fir my self and not good for ride so first u choose,Access
4383,third bad thing of suzuki access 125 is there front saspenssion is work very hard therfor the body parts of this bikes get loos,Access
4384,"this bike is comes with 124cc Air cooled , 4stroke engine which is Run on petrol.",Access
4385,this bike look is different from other his head lamp look very attractive even they have 5 different color so you can chose which color you want.,Access
4386,"this bike then just go don't think much you have decided right one. Go ahead you will feel after some more year, yes I",Access
4387,this bike very heavy and bulk when you compare the other forms of bike and it would be difficult to handle for some of the weak or strength less,Access
4388,this design is over colourd and feels like annoying and some how awkward many are not satified with available colours'z or you can say it,Access
4389,this is my genuine review about my scooter which I brought on jan'17. top model suzuki access with front disc brake.,Access
4390,this is one of the comfortable scooter the seat is not too broad and spacious in the front. storage is also high.,Access
4391,this non gear scooter having lot of changes this scooter give mileage 50 in overall comapany claims 64 but according to my use I get 50.,Access
4392,"this scooter engine 4 Cycle, Single Cylinder, Air Cooled, SOHC, 2 Valve",Access
4393,this scooter millage is best 64 kmpl and best ficture kick and self start. and Battery Capacity,Access
4394,"this to you all, you will be fell great comfort while you rider this scooter other then activa, Jupiter etc.",Access
4395,this vehicle is low as compared to other vehicle. The new design,Access
4396,tho its a moped it has enough power to lanesplit at good speed,Access
4397,thumps up for this scooter all the time and this bike can be used for heavy works and all.,Access
4398,to a completely new design and a lot of changes under the skin but the big question is candice new access really reacted the succeess,Access
4399,to home from office on the previous night. That may have caused the issue.,Access
4400,to my surprise milage dropped from 41 to 35(totally frustated),Access
4401,to ride with this Suzuki Access is some expensive to others because mileage is not so good in starting it gives the meilege of 46-48 kmpl but after 8-10 months meilage is goes down then it gives the mileage only 35-36 kmpl only some time 40 kmpl.,Access
4402,"tool from toolbox. As he said, I coudnt even remove a nut.So finally I purchased the liver for 120 rs",Access
4403,"top speed - well! most of the teens out there, must be thinking top speed kitna hoga, well guys at most 90, that too when you are at full throttle continuously, practically not possible on city's busy roads but yeah after 85 there are vibrations and handle shakes a little  maybe due to light body .",Access
4404,top speed 91kmp and mileage 60 per liter its my experience 125 cc engine available on model and drum bike price 60000 and disk bike price 65000.,Access
4405,topped up with the odometer reading at 94.0 and re-topped up with the odometer,Access
4406,"touring on access - I had confusion whether the scooters are suitable fir long drives,but access has cleared away my confusion with its stunning performance . we travelled a few long drives on our access of which the longest is 180km drive.",Access
4407,two wheeler I personally recommended for Suzuki 125.  After long days very nice model of scooter at all.,Access
4408,"two years back I use to go on this bike for my collage it wont start in rain season and winter season  because its battery was very poor we use to kick this bakwas bike many times even that kick rod was poor it given us daily exercise by that kick its not so comfortable for long drives, many parts were damaged and there were no proper showrooms available near to me and in every repair shop they use to say why you people buy this bike there were no proper availability of spare parts even I faced many problems with  spare parts issue my brother nearly spend 10000 for repair still its remains same it came to bore and we finally  got free from that bike in 2k16 we sold that bike to one bakara with the help of quicker . thanks to quicker but there were  huge loss for my bro nearly 40k we sold just for 22k",Access
4409,tyres along with the shock absorbers make up the suspension system. Hence inflating,Access
4410,tyres to the pressure specified by the manufacturer is very important.,Access
4411,u can tilt the handle 45 Degrees on either side(i think it should be same with all scooters).,Access
4412,under that bodywork is an SEP -fied 124cc single cylinder engine with CTV transmission SPE is a bunch of tweak that allows suzukis to offer more perfomance the new access 125 make 8.7ps adn 10.2Nm,Access
4413,"vehicle’s suspension is already on the harder side, hence over inflation will adversely",Access
4414,"very comfortable to drive, I also drove activa and jupiter but felt suzuki access is very comfortable than others.",Access
4415,very decent and rich look is main criteria which impresses me the most.,Access
4416,"very smooth and good for me its almost end of 6th month and its still like it was in the beginning, the best thing I was like in the bike the height, the space, the boot space beneath the seat is much more in the normal scooter",Access
4417,"very smooth, no problem in self start, handling of scooter good, looks also very sober, but the fiber body is not safe without metal body guard.",Access
4418,we all buy this and its mileage gives a satisfaction and help us to afford a good automotive,Access
4419,"we also get nitrox monoshock which is amazing in this prize range, the bike looks fresh and modern looks wise there is no doubt that this bike will definite catch others eye son it this bike offers great reliability which is amazing.",Access
4420,we you are going with 80 speed but when you dispose break in above 80 speed,Access
4421,well we got 48.1kmp on our city cycle and 58.5kmpl on the highway which round out to 50.7kmpl overall.,Access
4422,"well, If you are planning to buy new two wheeler then thare is more option in the market like honda activa , tvs jupitor , hero mystro etc.",Access
4423,when I was driving through a rough patch. it became difficult for me to sit any where I mean there are no such thing called as suspension .,Access
4424,"when i saw the access 125 2017 model, it looks great and feel less weight compared to activa 4g. i have''t buy this scooter but test drive experience is good. i feel its producing more sound compared to its competators. overall budget bike and no chances of failure in any corner except fiber body. i am willing to buy this shortly. please share expert reviews and help to selectfinalize this scooter",Access
4425,when it comes to the milage of the scooter the comlany claims that its milage is 64 kmpl on road . but from the customer side the review of milage is 40 to 45 kmpl on city roads.,Access
4426,when someone want to buy scouter so suzuki access 125 it great choise =then any other scouter .,Access
4427,when we comes to special edition the suzuki has given their customer an option of special edition .,Access
4428,whenever starting the vehicle for the first time in the day. This will ensure,Access
4429,which affect the comfort and safety of the vehicle. Keep in mind that this,Access
4430,while driving it ayyracts people around it by its nice appeal.,Access
4431,while driving suddenly engine stop and even though you might have your tanks filled it stopped working .,Access
4432,wht is the use for buying it when you dont get it when u want it....,Access
4433,why there is no upgardes for this scooters for years together still mileage issues and comfort issues,Access
4434,"why we need to buy this bike, because it has good pickup like geared bikes,",Access
4435,with all new facilities and the new model and successufll rating by people,Access
4436,"with all this when I went for a test ride, there was no chance of going for activa. smooth ride made me fall in luv with access.",Access
4437,with the 3 accidents . two times the body was finished . due to its non metallic body .,Access
4438,with the beileve of suzuki brand it is very much actrative bike,Access
4439,women's and some how when it comes to the mileage the it is also not better company would say there is more mileage more than 50 kmph,Access
4440,wonderful road grip and supper comfort scooty  for every riding.,Access
4441,working. The handling and control is good and it is reliability. The scooter Suzuki access is good looking and its design,Access
4442,"workshop , they are giving irresponsible answers.. and they are not at all replacing my battery from a month. Their service is very poor and they are not giving proper reply... We lost our good feel and belief  on Suzuki Vehicles. Please look into the issue and resolve it immediately.",Access
4443,yes it is reliable for indian road easy riding nice handle comfort grip nice milometer idicators and head light,Access
4444,"yes its very probity dontwoory, road grip is awesome we you are going with 80 speed but when you dispose break in above 80 speed you will fill that bike is not in our control but this bike is awesome",Access
4445,yet there are so many features which are good and bad. but according to me I will not suggest anyone to buy it.,Access
4446,"you can fill max 5- 6 litres, where as it gives less than 25 mileage",Access
4447,"you want to buy a scooter, then you should definitely take this scooter.",Access
4448,{susuki.}....plus the company say the average is 60km.....its all none sense I asked my friends n relative they told me that the bike give average only 35 to 40 km....,Access
4449,"• HEIGHT - As my mother is not very tall, she has a average height and feels that the scooter is to high for average people. The handlebar and the seats are placed very high.",Access
4450,"• LOOKS AND DESIGN - This scooter is very ugly. I literally doesn't take it out anywhere except in my area. The design is very ugly, mainly the headlamp. The headlamp is like a dumb box.",Access
4451,• MILEAGE - According to 125cc engine the mileage of the scooter is very bad. It gives an average mileage of only 25-30 kilometres per litre.  This is not at all sufficient. Even a 200cc motorcycle has more mileage.,Access
0,"I purchased this bike moto gp edition on nov 8, 2019 and very happy with the performance. The engine is very smooth and refined and giving a decent average of 45 but certainly it lacks some power as compared to other bikes of same segment . Positive - mileage, comfort, smooth and sports bike feeling Negative - not sports bike performance although.",Gixxer
1,"Worth the price. Good sporty looking. The position is not much aggressive but good enough. I used this bike for daily commuting and sometimes for long rides., I don't feel any back problem. even if I ride continuously for 120-150 kms (without stop).But the problem is the pillion comfort which is not good.  In continuous ride the engine has heating issues. The main negative thing is gear shifting. You have to lubricate the gear for every ride. Please don't try to ride this bike without shoes or wearing flip-flops especially in city traffic..Cons : 1.Gear shifting is too hard2.Little heating issues in long rides (not much noticeable but it's heating up in continuous ride)3.Pillion comfort not much great (but trust me it's better than R15 v3 , KTM  Duke )4.Need some more power.Pros: 1. Price 2. Looks (sporty)3.Riding position (not much aggressive, helps for long ride)4.Millage (so much better than competitors in this segment)5.Looks stylish 6.Very good for daily commuting and short long rides 7.Worth of money.",Gixxer
2,150 cc Suzuki Gixxer is better than 125 duke. Suzuki Gixxer brake system is very poor. Suzuki Gixxer body metal quality it's poor. So I personal experience is don't buy this bike please. I requested to Suzuki please improve the brake system of this bike and engine quality.,Gixxer
3,"1.Buying experience-very nice to buy this bike...Mostly of its fi system...Fuel injection system is the one of the smartest system in this bike ..2.Riding experience - one of the best exp i am having.3.Details about looks, performance etc. Bike Servicing and maintenance-5* bike....I am also giving 5*4.Its an very great bike.",Gixxer
4,"Don't believe in any negative reviews. To be very honest the most comfortable bike with classy look suitable both for city and long rides, mileage is around 47 km/l in city and 54 km/l on highway. I accept it that it's little underpowered but you are not going to feel it under power. Braking system is really awesome. Its worth buying if you are looking for comfortable sports bike . ",Gixxer
5,Suzuki gixxer bike has a complete comfortable bike ever Main point it's average In 150 cc segment no any other bike average is 55-58 But my gixxers average is 55-58 regularly.Than its pickup is best 0-100 in i drive on my self in only 4-4.5 second.And top speed is 125 km on narol highway road.It is best in 150 cc segment because of its average. And abs model is awesome.,Gixxer
6,"Buying expensive is great, they offered me a test ride and also well explained all tech specs. Riding was pretty easy in the city. Main advantage of this bike is it looks bulky and heavy sports bike but it feels light while riding in the city. Not a very powerful engine but doesn't lack on the torque when it needed. Servicing and maintenance can save your pockets ;) with great mileage. Pros: design and looks smooth engine suspension Cons: a bit lack of powerful engine.",Gixxer
7,"The bike is the best bike in this segment, but it is getting overpriced day by day,  Don't compare it with R15, it s 13.9bhp bike, costing around 1.5 lac. NS 200, Pulsar 220 is priced lesser than this, but the bike is a very good but the previous handlebar of this bike is better than the current one.",Gixxer
8,"Suzuki Gixxer sf150  is worst bike, I bought this bike 7 months before  and I am driving at 10000 thousand kms. Engine over heats and tension problem over noise on engine head arises. Anybody don't buy this bike don't waste of money  i did 3 service in 6 month  I maintain my bike with proper maintenance   but has a worst engine, worst service. Heavy noise on head.",Gixxer
9,Very good for city and tour rideI want to buy this bike as soon as possible.Love this bike. Too good .Good for city and highway ride.,Gixxer
10,"Buying experience in good. I like to drive for long distances in this bike and its fully comfortable. Full safety is there on this bike but some minor problem is there. It has low weight, high power transmission with disc. Accurate date and kilometre reading.",Gixxer
11,"2.Riding experience is well smooth driving and millage is good but bike gears is very hard. Bike looks is very good,i am buying six months back i am satisfy and amazing.The suzuki gixxer sf (gsx-150f) is a 154.9 cc (9.45 cu in) fully faired motorcycle from suzuki. The bike was launched in 2014. Its design is inspired by the gsx-r1000, and the mighty suzuki hayabusa. In fact the fairing of the motorcycle is tested in the same tunnel that they test gsxr and hayabusa's fairing. The motogp edition also comes with fuel injection.",Gixxer
12,Awesome bike so comfortable and looks like super bike with premium feel.  Aerodynamics are so much better. Among Xtreme 200s 160r classic 350 fz 150 is an awesome bike so comfortable and looks like super bike with premium felling.,Gixxer
13,"I bought this bike in august 2019. Then only after its first service, i took him on a long ride and i traveled 500 km in 9 hours even though the engine did not have much of a heat. There was no such problem. It's very good bike for long ride and daily use. The handle bar of this bike is look good and ease for handling.",Gixxer
14,Best bike for everyday use. Good mid-range torque. Fun to ride. Mileage of gixxer is 50 if you ride on between 40 to 80 kmph. After service cost is very low. High road stability is  awesome. I love the bike. Always change engine oil when the time come  and lube and clear the chain and look for tyre pressure is normal. Then this bike is giving you great millage and stability.,Gixxer
15,It was a great experience buying this bike. It's too comfortable for riding in city and in highway also. Whenever you go around the urban areas all people will give a glance at this bike for its detailed look which is really a compact design overall. If i say about the engine performance then I will directly say once and for all that this bike will give you a good budget sports bike vibe with it's good mileage. All suzuki bikes are easy to give proper servicing and maintenance in a good price. So without any tension this time saving maintenance service will give anyone a great road trip within their schedule. But I really feel as a con this bike should had have 6 speed gear box and overall this is a packed machine for all kinds of buyers.,Gixxer
16,"The bike is lowest prices and superb sports bike feel in the bike,top speed is 110 mileage city of 45 highway 55 fantastic capacity and this bike drive with smooth riding feel was  like i am riding sports bike, the pillion rider sitting is comfortable and driver long drive distance not feeling back pain.",Gixxer
17,"Firstly, being a Suzuki is tough & we are fortunate enough to get a refined engine at this 155cc category. Vehicle Dynamics are good in terms of stability & Handling. Look wise its a premium sports tourer giving a feel of big bike. Yes, it lacks power & it's a concern as being a 155cc should have 15 - 17 bhp power. A big visor is also a must to improve its aerodynamics at high speeds else its a bang on product.",Gixxer
18,I'm loving this suzuki gixxer sf bike because main thing i like its suspension. It is comfortable for me while driving. Speed also superb and maximum time i'm outing in the bike. Main thing disc brake it is not comparable to others. It works super.Its looks also like a racing bike and colour combination too good.Overall i love this bike so much.,Gixxer
19,"Very amazing bike and nice ride, I am very excited to buy this bike, very comfortable seats with hot led lights, I am very happy to buy this bike.",Gixxer
20,"Value for money bike...Good mileage, great pillion comfort, rider comfort, powerful leds, refined engine, perfect build quality....No heating issues even in long rides and heavy traffic.Good muscular and sporty looks made it eye-catchy. One can definitely go for it.",Gixxer
21,Its a superb bike in at low cost .Stylish look updated electronic  and abs.  Suitable for both riding and adventure.  Love this  also one thing is important that back seat is also comfortable to seat and easy to get up . Yeah its my girl friends opinion . If you guys want to buy any racer bike this suzuki sf will definitely give you a surprise.,Gixxer
22,One of the best bike in this price range if you want an bike with sports model and with more comfort you can go with this bike blindly it is very much comfort in city rides and for long ride if your max speed is 80-100 then this bike gives its best performance if you are searching for an bike for racing then go with others this bike has less power but for other than racing this bike OP.,Gixxer
23,Best engine bike in this segment.Most important thing is it's smoothness.I ride this bike for long route too for almost 500 km in one day.Not a single issue face in my whole journey. Thanks to suzuki Only cons is that bike must have both abs.Service cost is also reasonable.This bike is totally head turner Awesome in look and easy to operate in heavy traffic too,Gixxer
24,"1.Buying experience is good 2.Riding experience is awesome too much comfortable for long drive 3.Looks is awesome superb but if we talk about  the performance, ""it's good but engine power is a less than our expectations. ""4. Servicing and maintenance is not too much high , it's under our pocket easily. 5. Pros and cons is also satisfactory In this range, this bike is one of the best bikes.",Gixxer
25,"I very happy with this bike and looks also good and comfortable and good milage 45 kmpl but in terms of performance need improvement after reaching a speed of 60 ignition sounds bad not ok in this other than everything is good, pillion seating not much comfortable need to be implemented on this also",Gixxer
26,1. Buying experience was pretty smooth.2. Riding exp: please don't quote me on this but this bike is not made for touring (obviously). It is really fun to ride motorcycle. Cornering is butter smooth. Suspension are set on stiffer side and you will feel the road pothole by pothole. For small city rides or occasional touring is fun but due to stiffer suspension and semi aggressive riding posture it will not be very comfortable ride.3. Looks: man this is definitely attention grabber. As it is not very commonly sold bike in this price segment you will rarely spot her but people just stalk the bike like some beauty queen. Performance midrange is fun. Till 100kmph. You will feel lack of power on highways.4. Service: servicing cost is average but my service center experience was not good. They barely know the stuff and misses on 90% of the stuff mentioned as per user manual service catalogue. Find good mechanic.5. Pros : fun to ride in city. Attention grabber. Good brakes. Exceptional handling. Cons: pillion's but will go missing after short ride. Engine tend to heat up in traffic and that do impact performance. Not comfortable for long ride if you want to save you butt.,Gixxer
27,Worst bike i ever seen. Its costs 1.52 but it does not worth that much of cost. While driving through wind air it doesn't go @60kmph.its very horrible while going doubles .disk breaks is not that much of 220f. In this rate you can go for 220 or royal enfiled or rs200. But mileage is good 40-43....,Gixxer
28,The bike is very comfortable and smooth. I have ride on it very bad road but still its give me the best service. And the mileage is very satisfactory which is most important to us.Seating of bike very comfortable.Weekly once l have ride on it for long ride around 300km. The looks of the bike is awesome. My dream bike.,Gixxer
29,Amazing performance. Value of money and also it's look is very hot. I am finally decided to buy doubled qualities mast then other bikes mileage is also good it have 155 cc engine 13.4 bhp power and the best thing is its maintenance is very long i think it is the best bike for me i really like it and i hope you will also like because the colour is very beautiful.,Gixxer
30,"I have owned this beast about 6 years ,i called my bike gixi , my gixi giving 45 kmpl mileage , maintenance cost around 1000 rupees for every 6 month and in 6 years there's no problem found into the engine. Next year if i have money in my hand then again i want to go for a new model of gixxer sf 154.90 cc.",Gixxer
31,"Bike is really good, very much smooth engine. Only problem is with indicators, in my bike with in a year, 2 indicators came out automatically. Fuel average of the bike is good. Fi technology works perfectly fine. Gear shift could be better. Headlight is not good for highways. You can touch 100km/h easily but after that engine makes lots of vibration.",Gixxer
32,This suzuki gixxer sf is very good looking bike i ever see in this price . Nice features and every thing in this bike is very good . only one negative point is their engine .This bike want oil cold or liquid cold engine for better experience .I personally like this bike so much. Engine quality mirrors tyres seating comfort are nice .,Gixxer
33,"Engine doesn't rev high (max 8000rpm) which is not good for a sports bike . Feels low powered on highway .Lack of 6th gear is a big disadvantage . Low performance for a sports bike. Front look is quite out dated , you will feel big wind blast . I suggest you to go for gixxer (without fairing) because it is 6 kg lighter ,looks are also good , and it is very good for daily commute and highway. Think practically while you buy this bike .",Gixxer
34,"This bike is awesome look. Perfect riding full money covers when buy this bike. Everything is good. No any doubt in this bike when i drive this bike, i feel awesome.  Low price and bike look like racing bike. But this bike not for racing and long rout. Just for daily uses.. If you need for long rout then suzuki gixxer sf 250 is perfect bike.",Gixxer
35,The bike good for the bs4 price not good price for bs6. I think it's high and performance is good enough and comfortable is well as compared to other full faring bikes the problem is always noise coming in front disc while braking and front suspension spring noise is coming and while you cruse at high speed the bike engine sounds like much tension and handle bar wobbling at higher speed other than the bike good for tour and daily ride and mileage is normal 40-45kmpl sometimes rarely it gives 38kmpl not always but claim mileage is 50-55kmpl.,Gixxer
36,"At first, i had an idea of buying a r15, as it is good in performance. Basically, i love faired bikes. When i come to know that it gives a back & wrist pain when we ride the bike more than 30km & it is very hard for Indian ladies to sit in pillion seat as they mostly wear saree. Hence i decided to buy a commuter bike with good mileage, comfort, handling and with good looks, which should be a faired bike at a reasonable price. At the end, suzuki's gixxer sf satisfied all my requirements. Hence i took delivery of the gixxer sf motogp edition on november 6 (writing this review on november 17[11 days experience]). I didn't even completed my first service, i completed 350 km in my bike. I just love this bike, it is good in handling while riding in traffic in cities, for me it is giving a mileage of 45km in city. A guy whom i known too owns the bs4 model of this bike. He said that it will give a mileage of 50 to 55 km on cities & 60+ kms on highway after first service. Even though it just have a air filter, it never gives much heat as it has a jet cooling technology. By the way, braking is awesome. It has just a single channel abs, i think its enough for a 155cc bike. Motogp colour of this bike is eye-catchy one. While i ride the bike on the street or city or my college, everyone at least give a look or stare at my bike for few seconds. This bike is a fun to ride bike, if you ride without pillion mostly. Pillion seat comfort is good, we can adjust. This bike gives a comfortable seating position. The seat is nor aggressive neither up straight, it give little bit leaning straight position, which is really comfortable. It has 9 led in front, but it has only halogen indicates. Can easily a reach a top speed of 128 & 133 if you hardly rev it. The instrumental console has all the needy features like gear indicator, trip meter, clock, fuel indicator, speedometer, rpm indicator, etc. You can set your warning limit for rpm. The smooth sound of the bike is like riding a car. In cars you won't hear much sound of the engine, the sound will be smooth to hear. This bike is also rides smooth & also smooth while riding in sudden grooves on road. The mirror of the bike is wide, there are more chances of breaking your mirror on traffics, but still you can fold your mirrors in non-needy places. The tyres never skid even in rainy days. I just have 11 days experience but this is rainy season here. You can solidly cruise at 90 to 100kmph. There are very minimal vibrations until 120kmph. No other bike has this much little vibrations under 1.5 lakh segment. The on-road price of this bike is 149k, which is little expensive for this bike. But i bought this bike for 144k in a offer. They should have given a big visor, when we cross 100kmph, we may feel a heavy amount of air pushing us backward, but you can change the visor with after market parts available on online. If you need a more good look, you can add the winglet of r15 in the front of the bike. Totally it is excellent bike. You will never regret after buying it. Always wear riding gears & have a safe ride, cheers!",Gixxer
37,"This is a good bike.Its good and comfortable to ride on it.It has a stunning design and is very attractive.It is a fully faired motorcycle.It gives us enough power when we ride.Vibrations are less when compared to the older version.As a safety feature it has Single-Channel ABS as standard and has a 155cc Fuel Injected(FI)-Engine which is Air-Cooled.Compared with the old model it has an increased seat height (795mm)which is a bit disappointed for shorter riders.They didn't put Dual-Channel ABS as the R15-V3 has it.It gives a good mileage around 40-45Km/L.Overall it is a good bike.It has a good price of Rs1.1 lakhs(showroom) and has a good value for money. If you are a beginner and is planning to take a new bike,I recommend you to buy this.",Gixxer
38,My dream bike.Totally loved the experience of buying from booking to delivery. Suzuki dealership in my city was very co operative.The bike is awesome & people just stare at the bike asking for info .I personally love the silver metallic colour & got it at 1.35 lakh bs4. It's totally vfm while i think the bs6 gets a price bump due to its appeal.Suzuki has done a great job with this bike .Love gixxer sf.,Gixxer
39,"Awesome bike ever,  best for long rides, Compere with r15  gixxer is super for long ride, full comfortable ride, riding position is superb, one day I ride 770 kms Puttur to Sirsi and return to Sirsi to Puttur, Gixxer SF no vibrations no engine problems continuously I ride 388km its awesome journey and its maintenance is very easy and best and other 155 segment bikes like Pulsar r15, apache and etc are give 38 to 45 mileage but gixxer sf is giving 50 to 52 mileage in highway city limits its give 46 to 48.Gixxer sf look is awesome and I love suzuki gixxer service center In sirsi name is KELLA SUZUKI SIRSI Awesome experience with dealer and there service, you want look, mileage maintenance, free comfortable long rides you can go for Gixxer sf, its best pocket friendly fuel eficiant bike.",Gixxer
40,"1.Buying experience is good. Due to less service centre you will the major issue.2. Riding experience is not good low pick up when you rev the you will feel that engine is stressed.3. Look is wonderful. Performance is bad. 4. Service average Maintenance is high material quality is bad.5. Pros - full faring bike, look very good, mileage is good. Cons- poor engine, material quality used is low. Poor pick up, price is very high according to bike quality and performance.",Gixxer
41,"This bike has the following things better than its rivals full fairing and mileageAnd that's it.the rtr 200 has slipper clutch, dual abs, better instrument console with tons of features and gtt techNs200 has amazing top endThis bike costing 1.60 lakh in Bangalore really is overrated and overpriced with people also complaining about very hard gear shifts Really ask yourself how it will be if a ns200 or rtr200 that costs lesser overtakes and i am pretty sure this bike will never catch up.There is only so much that you can do with good looks, bike looks stunning but lacks performance, go for ns or rtr 200 or the 160's, r15 if you've got the budget.",Gixxer
42,It's a very good bike Performance is superb Very smooth bike Reliable. No vibration even in high rpms. Throttle response is superb in every gears But What i don't like about my bike is Ground clearance it scrapes in every speedbraker &the headlight power is very low & the gearshift is very hard from the day i brought Other than that the bike is superb.,Gixxer
43,"Nice bike rating 5/51 suzuki gixxer sf 155cc i'm using last 3 year 2  top speed 125km3 looks super blue motogp version nice4 maintenance  good 2500km. For beginners this bike good it, you feel very comfortable then other sports bike. There is no vibration tubeless tyre ,both front and rear, battery condition  good totally  this bike for choose.",Gixxer
44,Price wise its good as there competitor in this price range but its better to go for r14. Service by all the showroom is pathetic...It doesn't have enough power. Suzuki should work on there after sales service.   Its painful...Plus parts are not available easily..Mirror of bike is most ugly looking thing. I installed after market rear view mirrors.,Gixxer
45,Bike is Very Smooth Price is Little bit high but you will satisfied with that bike. Mileage is around 48-49 in city and 50-52 highway overall good package. power is enough not good but okay for daily commute. service cost also low. And refined engine gives you positivity while riding bike handling and cornering is top notch.. Tyre are also best and provides superb road grip I'm riding from one month and no issue I faced from it. its very value for money.,Gixxer
46,"Hi, I am using sf bs4 model black. I am using from 2 years overall bike is good regarding speed going upon 125 and lights are good and horn sound is less better to change to pulsar horn and if you want to keep safety rods I won't work like yamaha brakes are not good and if possible suzuki should provide dual channel abs for better grip and mileage. it's giving 40 most sports bike won't give but in terms of mileage good for 1st year brakes will be good but from second year we need to change the disc except brakes all are good. Maintenance will be around 800- 1500. Riding experience will good but suzuki should change visor to large when ever we go to highway it would be problem with visor.",Gixxer
47,I am using this since may 2015 and crossed 100000 km. So far I didn't face any engine issues or any major issues. Only major problem I got was that my rear suspension had broken at 80000 km. After that there was no problem until now. But the mileage they have mentioned in the comment list was not correct. It gives only 35 to 38 km in traffic and 40 km on highways.,Gixxer
48,"I purchased this bike few months ago. Still now I am not facing any major issues but in my opinion some more features should be available in this bike like-side stand engine cut off, double indicators, frame slider installation option, usb charging port etc. but still it's offer you much, you can definitely buy this machine, if you are searching for a sports bike with good sitting position and more comfortable this bike is for you. Go for it",Gixxer
49,"Amazing bike for bike lovers. You guys enjoy to ride, a must buy. Test it out if interested, then find out why I'm recommending you. But there was a problem. When I bought this it was time of  BS4 to BS6. At that time the shop from where I bought this Gixxer was closed and I didn't have the paper for it.. When I insisted they told me that if you do something then do it. we won't give you the paper..Then after some time the shop closed down.. Now I ride it without the number plate.. but love this bike, it's my love. I name it Sandy. just sharing my experience. thank u team Gixxer bike service.",Gixxer
50,This bike looks like very good but the plastics quality should be much better. Power should be higher it's too less for its looks It looks very powerful bike it's not. Acceleration is leaner not punchy.Top end and low end performance is very bad and gear shifting is too hard Pillion comfort good for short riding Mileage is good if you r driving under 60kmphr but if you driving 80 up mileage is so bad.,Gixxer
51,"The suzuki gixxer sf is a popular sportbike model from suzuki that offers a combination of style, performance, and comfort. With its sleek design and powerful engine, the gixxer sf is a popular choice among riders who are looking for a bike that can deliver both speed and agility.The gixxer sf is powered by a 155cc, single-cylinder, air-cooled engine that produces a maximum power output of 13.4 hp and a peak torque of 13.8 nm. This engine is mated to a 5-speed gearbox and comes with a fuel injection system that ensures smooth throttle response and excellent fuel efficiency.One of the standout features of the gixxer sf is its design. The bike comes with a fully-faired body that features sharp lines and aggressive styling, which gives it a sporty look. The bike also comes with a digital instrument cluster that displays all the necessary information, including speed, fuel level, and gear position.In terms of suspension, the gixxer sf comes with telescopic forks at the front and a monoshock unit at the rear. This setup provides a comfortable ride and excellent handling, which makes it a joy to ride on twisty roads.Overall, the suzuki gixxer sf is an excellent bike that offers a great balance of performance, comfort, and style. Whether you're a seasoned rider or a beginner, the gixxer sf is a bike that you should consider if you're in the market for a sportbike.",Gixxer
52,"First time i saw this bike i was impressed by its look.Then i moved over engine, it produces 14 hp but is fuel injected. You will get led lights,clip on handle bar,full fairing and much more features which makes it better bike than older model.I decided to buy this as my first bike and i am very happy.",Gixxer
